customer_id,first_name,last_name,email,date_of_birth,city,segment
409,Olivia,Miller,user409@example.com,1966-01-01,Pretoria,Student
410,Ava,Brown,user410@example.com,1992-01-01,Cape Town,HNW
411,Noah,Smith,user411@example.com,1982-01-01,Durban,HNW
412,Sophia,Davis,user412@example.com,1980-01-01,Pretoria,Affluent
413,Ava,Williams,user413@example.com,1978-01-01,Johannesburg,Affluent
414,Liam,Williams,user414@example.com,1978-01-01,Durban,Mass
415,Noah,Smith,user415@example.com,1995-01-01,Johannesburg,Affluent
416,Liam,Miller,user416@example.com,1988-01-01,Durban,Mass
417,Ethan,Smith,user417@example.com,1977-01-01,Johannesburg,Mass
418,Emma,Brown,user418@example.com,1961-01-01,Cape Town,HNW
419,Sophia,Smith,user419@example.com,1960-01-01,Pretoria,HNW
420,Ava,Williams,user420@example.com,1964-01-01,Johannesburg,Student
421,Emma,Smith,user421@example.com,1979-01-01,Durban,HNW
422,Emma,Miller,user422@example.com,1970-01-01,Pretoria,HNW
423,Ava,Davis,user423@example.com,1961-01-01,Pretoria,Affluent
424,Noah,Jones,user424@example.com,1962-01-01,Durban,HNW
425,Sophia,Smith,user425@example.com,1982-01-01,Johannesburg,Student
426,Ethan,Miller,user426@example.com,1971-01-01,Cape Town,Affluent
427,Liam,Miller,user427@example.com,1979-01-01,Cape Town,Student
428,Olivia,Davis,user428@example.com,1964-01-01,Johannesburg,HNW
429,Liam,Williams,user429@example.com,1996-01-01,Pretoria,Student
430,Olivia,Miller,user430@example.com,1997-01-01,Pretoria,Affluent
431,Liam,Miller,user431@example.com,1989-01-01,Pretoria,Mass
432,Ava,Miller,user432@example.com,1968-01-01,Pretoria,Student
433,Ethan,Miller,user433@example.com,1993-01-01,Johannesburg,Student
434,Sophia,Brown,user434@example.com,1994-01-01,Pretoria,Affluent
435,Olivia,Brown,user435@example.com,1981-01-01,Durban,Affluent
436,Sophia,Williams,user436@example.com,1983-01-01,Pretoria,Student
437,Sophia,Smith,user437@example.com,1976-01-01,Cape Town,HNW
438,Sophia,Miller,user438@example.com,1969-01-01,Pretoria,Student
439,Mason,Davis,user439@example.com,1989-01-01,Johannesburg,Affluent
440,Noah,Smith,user440@example.com,1982-01-01,Cape Town,Mass
441,Liam,Davis,user441@example.com,1991-01-01,Johannesburg,Mass
442,Sophia,Smith,user442@example.com,1976-01-01,Johannesburg,HNW
443,Liam,Williams,user443@example.com,1976-01-01,Cape Town,Student
444,Sophia,Miller,user444@example.com,1973-01-01,Johannesburg,Mass
445,Olivia,Miller,user445@example.com,1968-01-01,Johannesburg,Student
446,Noah,Jones,user446@example.com,1999-01-01,Pretoria,Affluent
447,Noah,Davis,user447@example.com,1961-01-01,Durban,Mass
448,Ava,Smith,user448@example.com,1984-01-01,Johannesburg,HNW
449,Mason,Smith,user449@example.com,1998-01-01,Johannesburg,Affluent
450,Ava,Brown,user450@example.com,1968-01-01,Johannesburg,HNW
451,Ava,Jones,user451@example.com,1981-01-01,Pretoria,Affluent
452,Ava,Brown,user452@example.com,1963-01-01,Durban,Mass
453,Ava,Brown,user453@example.com,1985-01-01,Cape Town,HNW
454,Ava,Brown,user454@example.com,1988-01-01,Pretoria,HNW
455,Ethan,Davis,user455@example.com,1993-01-01,Pretoria,Affluent
456,Noah,Davis,user456@example.com,1982-01-01,Durban,HNW
457,Ava,Williams,user457@example.com,1996-01-01,Durban,Affluent
458,Sophia,Williams,user458@example.com,1970-01-01,Pretoria,Affluent
459,Noah,Brown,user459@example.com,1965-01-01,Cape Town,Affluent
460,Noah,Jones,user460@example.com,1977-01-01,Pretoria,Affluent
461,Emma,Smith,user461@example.com,1980-01-01,Durban,Mass
462,Ethan,Davis,user462@example.com,1995-01-01,Cape Town,Affluent
463,Ava,Jones,user463@example.com,1997-01-01,Durban,Student
464,Liam,Miller,user464@example.com,1993-01-01,Cape Town,HNW
465,Olivia,Davis,user465@example.com,1976-01-01,Johannesburg,Student
466,Mason,Davis,user466@example.com,1996-01-01,Durban,Mass
467,Sophia,Williams,user467@example.com,1984-01-01,Durban,Student
468,Liam,Smith,user468@example.com,1997-01-01,Pretoria,HNW
469,Ethan,Smith,user469@example.com,1971-01-01,Durban,Student
470,Olivia,Miller,user470@example.com,1982-01-01,Durban,Mass
471,Ethan,Miller,user471@example.com,1981-01-01,Johannesburg,Affluent
472,Sophia,Davis,user472@example.com,1980-01-01,Durban,Student
473,Noah,Brown,user473@example.com,1986-01-01,Johannesburg,Mass
474,Olivia,Williams,user474@example.com,1990-01-01,Johannesburg,Mass
475,Noah,Williams,user475@example.com,1965-01-01,Johannesburg,HNW
476,Sophia,Davis,user476@example.com,1986-01-01,Johannesburg,HNW
477,Liam,Jones,user477@example.com,1999-01-01,Cape Town,Student
478,Sophia,Brown,user478@example.com,1993-01-01,Pretoria,Affluent
479,Liam,Davis,user479@example.com,1971-01-01,Cape Town,Mass
480,Olivia,Brown,user480@example.com,1966-01-01,Durban,Student
481,Olivia,Brown,user481@example.com,1969-01-01,Cape Town,Mass
482,Ava,Brown,user482@example.com,1976-01-01,Cape Town,Mass
483,Ethan,Davis,user483@example.com,1985-01-01,Durban,Affluent
484,Ava,Williams,user484@example.com,1980-01-01,Durban,Affluent
485,Ethan,Williams,user485@example.com,1987-01-01,Durban,Student
486,Ava,Brown,user486@example.com,1961-01-01,Cape Town,Affluent
487,Noah,Jones,user487@example.com,1960-01-01,Cape Town,Affluent
488,Olivia,Smith,user488@example.com,1995-01-01,Durban,Student
489,Liam,Davis,user489@example.com,1985-01-01,Pretoria,Affluent
490,Ethan,Smith,user490@example.com,1988-01-01,Pretoria,HNW
491,Sophia,Jones,user491@example.com,1980-01-01,Johannesburg,Mass
492,Ethan,Davis,user492@example.com,1970-01-01,Durban,Mass
493,Liam,Brown,user493@example.com,1999-01-01,Johannesburg,Mass
494,Ava,Williams,user494@example.com,1970-01-01,Pretoria,Mass
495,Ethan,Smith,user495@example.com,1995-01-01,Johannesburg,Student
496,Mason,Miller,user496@example.com,1998-01-01,Durban,Mass
497,Noah,Miller,user497@example.com,1999-01-01,Durban,Mass
498,Olivia,Jones,user498@example.com,1994-01-01,Durban,Mass
499,Liam,Brown,user499@example.com,1993-01-01,Cape Town,Mass
500,Olivia,Smith,user500@example.com,1983-01-01,Johannesburg,HNW
